clase,archivo,ruta,duracion_s,error_vs_N,error_vs_AS,error_vs_MR,error_vs_MS,error_vs_MVP,afinidad_N,afinidad_AS,afinidad_MR,afinidad_MS,afinidad_MVP
MR,New_MR_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_050.wav,2.357,0.2099859689356881,0.19321977387083358,0.1766719397321832,0.1652808695863575,0.15812193493872584,0.1564177995727482,0.17887016190589067,0.20418835226248003,0.22366992688630066,0.2368537593725805
MR,New_MR_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_051.wav,2.357,0.21765928403768464,0.18506359056211602,0.17510216657437933,0.16047622106835907,0.15018992571764878,0.14287424767411108,0.18543981913882415,0.2008225728687515,0.225750263661616,0.24511309665669728
MR,New_MR_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_052.wav,2.208875,0.618674008001812,0.1581362679746646,0.14575072174421494,0.22335685398252864,0.2836677617695486,0.008130194845205973,0.32372254608795104,0.35744130953833847,0.19212037364113652,0.11858557588736804
MR,New_MR_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_053.wav,2.185375,0.6053295180584215,0.14258837429250504,0.13679680383193266,0.19807230757991268,0.26769031987392383,0.00800846067547564,0.32454614109543656,0.3399369914180473,0.2082118875002537,0.11929651931078682
MR,New_MR_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_054.wav,2.22925,0.6112975691262817,0.14032553940631606,0.13020138946742088,0.19542780373611224,0.2556669206581567,0.00733811398994308,0.3176207616814363,0.3444163679050866,0.20439205406397795,0.126232702359556
MR,New_MR_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_055.wav,2.17475,0.6173324612886522,0.174603793844632,0.16011345283517084,0.23130711553305283,0.28978176787562065,0.009092312397746735,0.3139578070983267,0.3525460784289965,0.19946365336277877,0.1249401487121514
MR,New_MR_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_056.wav,2.226625,0.6227401493135226,0.16867510801099309,0.16125137101640738,0.23265808559537343,0.28699666780225425,0.008601206890225652,0.3251943032719411,0.34509258931899744,0.19491411764796437,0.12619778287087138
MR,New_MR_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_057.wav,2.188125,0.6110297521822287,0.1473133067725628,0.14327023081837809,0.2047451275666583,0.25596320952832813,0.007877074219913958,0.321722092562562,0.3322981851767686,0.20320870207495115,0.1348939459658043
MR,New_MR_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_058.wav,2.22475,0.6087449410505873,0.15485949619574496,0.1464501227365217,0.21178044201855262,0.26809093278914153,0.008450329445409192,0.3190312266153051,0.3412324698388296,0.20233432843061117,0.1289516456698448
MR,New_MR_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_059.wav,2.16975,0.6175890605031902,0.1364501098159533,0.13581200375151417,0.19576065778013696,0.26012643984960326,0.0070515567699612515,0.3310799928361889,0.332774427282046,0.20599988955857626,0.12309413355322756
MR,New_MR_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_060.wav,2.197,0.6158353173503224,0.1580138999924125,0.15366157225463933,0.2248915138681091,0.2677424459563503,0.008381039513917651,0.32653700889846254,0.33810683133194264,0.19123869917225086,0.13573642108342635
MR,New_MR_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_061.wav,2.20475,0.6186559844472097,0.14199666271040776,0.1366180947426464,0.204200918672567,0.25630637611174895,0.007179727495118299,0.32523109881315293,0.33953075997508486,0.19772989944999983,0.130328514266644
MR,New_MR_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_062.wav,2.200125,0.6140008970102181,0.14735735574944206,0.14364434944976068,0.2059353759237603,0.266696862570701,0.007803777580912742,0.3262801120304315,0.3361173322686582,0.20420657221413666,0.12559220590586093
MR,New_MR_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_063.wav,2.239375,0.6024413158737728,0.1514543922467517,0.14022354141290752,0.20289682334107043,0.25722670243881773,0.008437771232201246,0.31125533579137976,0.340515415402967,0.20624693035613392,0.1335445472173182
MR,New_MR_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_064.wav,2.22575,0.6163832934641444,0.14014711554376671,0.14037356609188384,0.20117078436074384,0.2567326479408708,0.007316297749332676,0.3302975290496855,0.3296997022740305,0.2027156992055539,0.1299707717213974
MR,New_MR_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_065.wav,2.170625,0.6116004044961073,0.14420677322082648,0.14419535472675202,0.21019571350888722,0.2633489292306288,0.007926807416500906,0.3334188172334626,0.33344927575091415,0.19666226897386707,0.12854283062525532
MR,New_MR_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_066.wav,2.207,0.5988545421309134,0.13552790178533128,0.1282567853822534,0.19191912793006877,0.23845622960313098,0.0077716232625250365,0.3164268772734802,0.33537895808537543,0.2015348602736369,0.1388876811049825
MR,New_MR_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_067.wav,2.230375,0.6150677737335942,0.16838679277508875,0.15602714257822145,0.22845348950529334,0.27635596415172214,0.008845765742339985,0.3152565478600735,0.34802139110476993,0.19497145654564704,0.13290483874716955
MR,New_MR_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_068.wav,2.232625,0.6188079589759722,0.14313665379957416,0.1442719080512455,0.20870697373717872,0.2634867054052049,0.007449647661567258,0.3348012857414663,0.3317743751349637,0.19814015214962166,0.12783453931238115
MR,New_MR_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_069.wav,2.177625,0.6169901363392644,0.13421957784195315,0.14475267950972254,0.19981991922134312,0.2715462099465142,0.0073371264776517335,0.3490138987454945,0.32080932148006375,0.20650177641540438,0.11633787688138558
MR,New_MR_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_070.wav,2.218625,0.6073999268209932,0.15606405129884762,0.14522262254469367,0.22095289671403212,0.27466627771184665,0.008720732843035622,0.3225926172248151,0.3518207138652293,0.19195856028385294,0.12490737578306724
MR,New_MR_071.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_071.wav,2.226625,0.594291588507164,0.16552264810166828,0.15038599749951048,0.22016448846321113,0.2681085062139182,0.00997252210320499,0.3079646625634699,0.3476089876202881,0.19890957442162277,0.1355442532914141
MR,New_MR_072.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_072.wav,2.2125,0.6080171539419315,0.14478172320476962,0.1459746594749943,0.20453253455179227,0.2646357943636567,0.008142783833797908,0.3312971019537441,0.3281504104133771,0.2054102237310135,0.12699948006806733
MR,New_MR_073.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_073.wav,2.22025,0.6042400636040514,0.12620882031374678,0.12248090768344189,0.184363528917936,0.2346721626328016,0.007043471188684157,0.3225799658260135,0.3323452580986957,0.20257564912612222,0.13545565576048443
MR,New_MR_074.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_074.wav,2.168,0.6026477415531809,0.17044479309802152,0.15817907729483227,0.2262032141939061,0.2759601003046412,0.009830788036068521,0.31204352616658054,0.344215670981272,0.19975174414671237,0.13415827066936645
MR,New_MR_075.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_075.wav,2.25375,0.6036225356980238,0.14932046446552244,0.1422207378743807,0.21737457122941323,0.2633706858693451,0.008608747912273444,0.3260971865613376,0.3451548883265003,0.18919204326589767,0.1309471339339909
MR,New_MR_076.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_076.wav,2.19625,0.6055722089729486,0.1510481919236247,0.1438309505779805,0.2168173762386217,0.262372689349476,0.008536399591044444,0.3239313017727933,0.3431849080762651,0.19140239408563497,0.13294499647426208
MR,New_MR_077.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_077.wav,2.22025,0.6066570008099179,0.14879945068096823,0.1387580527373405,0.20793800264700485,0.25791406122670457,0.008145463004307987,0.3174503685826551,0.3440037884462511,0.19779142590633458,0.13260895406045128
MR,New_MR_078.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_078.wav,2.22925,0.6090874396080985,0.1452596305902243,0.14044783366177027,0.20842199636301564,0.265865116421938,0.008025488546579971,0.328075910935041,0.3409512116857933,0.19793646417665003,0.1250109246559357
MR,New_MR_079.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_079.wav,2.1825,0.619203102729758,0.14522427547314593,0.13927821411662486,0.20145447936141642,0.25942341207218045,0.007251987600996265,0.3215349352940464,0.33719948271291905,0.205052197791821,0.12896139660021733
MR,New_MR_080.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_080.wav,2.15425,0.22427909352068445,0.135621528037912,0.12850205921631547,0.1092335290964474,0.08830476836188027,0.09379081779221156,0.19062868603307168,0.2018012363102827,0.23543420150161565,0.27834505836281836
MR,New_MR_081.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_081.wav,2.16025,0.23741274274961788,0.14046273878923676,0.13048593306286305,0.11077992162701947,0.09311926630405835,0.0873345615849305,0.1896814925730535,0.20544138383537697,0.24052134733742836,0.2770212146692107
MR,New_MR_082.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_082.wav,2.313625,0.35365749967637716,0.16722403485832504,0.15501322940966586,0.32787767526841816,0.26979525380969904,0.07391936371327608,0.32846902395692157,0.3621755292204245,0.0908503288724103,0.14458575423696762
MR,New_MR_083.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_083.wav,2.24875,0.34632862875832443,0.16222494405395188,0.1478915401857253,0.3234875516404358,0.262667196026635,0.07459130048726949,0.3253343304318986,0.3648625084861312,0.0895460037765881,0.14566585681811262
MR,New_MR_084.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_084.wav,2.316,0.3510285381303827,0.16375816324491835,0.15433557036431314,0.327932630293465,0.2697368903590231,0.07453623577579602,0.33343514960001075,0.359541329905197,0.08966250310529453,0.14282478161370182
MR,New_MR_085.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_085.wav,2.32775,0.32617815641807046,0.15897209269805845,0.14335703714907333,0.3054253119285328,0.24720348331944977,0.08204322048424864,0.312590709433422,0.354183500432921,0.09686022340051423,0.15432234624889418
MR,New_MR_086.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_086.wav,2.310875,0.33162943525745137,0.1635145562057062,0.1526364351917741,0.3092176036483395,0.24985053869452825,0.08234015691640945,0.31601129431991465,0.3447442792332012,0.09850955759832282,0.1583947119321518
MR,New_MR_087.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_087.wav,2.326375,0.3337652613990486,0.16338481313595313,0.1489942879239272,0.31161353726663876,0.25531244584697055,0.08090606883867262,0.31618656150968777,0.3547653643987357,0.09659264801890255,0.15154935723400134
MR,New_MR_088.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_088.wav,3.034625,0.382703820008357,0.18843078028588386,0.18691887795486295,0.2369761339612439,0.22655676766944713,0.05808532848368034,0.27481480321654084,0.27815893156214766,0.1863701217849477,0.20257081495268336
MR,New_MR_089.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_089.wav,2.93925,0.35858379406280383,0.1866322149482773,0.1799877001039265,0.21940677186312957,0.21185239620376842,0.06489197965012793,0.25681004031935484,0.27083039808122517,0.19757933769974434,0.20988824424954777
MR,New_MR_090.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_090.wav,2.99225,0.37772827439622725,0.1875610925793457,0.17987282271698044,0.22995942010213447,0.21697668692134908,0.057713937389302444,0.26423428375956765,0.28099652620224175,0.1882271593616432,0.208828093287245
MR,New_MR_091.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_091.wav,2.93925,0.3632357881476986,0.18034671113492634,0.17541449537191645,0.22439567717354694,0.21104578166623442,0.0616220731132878,0.26616934783851076,0.27688173853360243,0.18711829752134043,0.20820854299325858
MR,New_MR_092.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_092.wav,2.989375,0.36813551091183727,0.18996962138568418,0.18096906514639216,0.2173535874694882,0.21422459988920328,0.06099215497897491,0.25367967908988287,0.27261943594477306,0.2037717788641601,0.20893695112220897
MR,New_MR_093.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_093.wav,2.936875,0.3695802265621847,0.18432473965544266,0.18764371694417115,0.23450102703361395,0.22586247492725703,0.06332139730547699,0.2787365853711007,0.2714330128446622,0.1865794023532934,0.19992960212546673
MR,New_MR_094.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_094.wav,3.005625,0.36795755079640713,0.18498057497558382,0.1846261885886569,0.22857411311365278,0.22027637397896685,0.06263315929602599,0.2707269221896542,0.27149554672149256,0.19101698304130002,0.2041273887515273
MR,New_MR_095.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_095.wav,2.942375,0.3647345871101544,0.20633680816867866,0.19107352966072702,0.22987817796009605,0.2128993514266579,0.06723435625798202,0.23873797276874345,0.2697438568318936,0.19775633547263777,0.22652747866874312
MR,New_MR_096.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_096.wav,2.9925,0.37693120126991997,0.21426038419552085,0.20053165410808113,0.24175058081163925,0.2259389570157929,0.06635397450245695,0.24380535893012095,0.2721082699416189,0.19567372910110686,0.22205866752469627
MR,New_MR_097.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_097.wav,2.961,0.3615532240671578,0.18254395373630675,0.1756611657747282,0.2172377379556259,0.2094364048440574,0.06187691344569021,0.25910187067357787,0.2737687059750009,0.19630528690039872,0.20894722300533233
MR,New_MR_098.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_098.wav,3.003125,0.37182012004116344,0.19627413604899852,0.18505359993187762,0.22631511645409716,0.2151462926438172,0.06160114770669593,0.2508984746663807,0.27446195745595114,0.19729903671194918,0.215739383459023
MR,New_MR_099.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_099.wav,2.961125,0.36803388228272155,0.1899968305722022,0.18575980169250073,0.22290811823724943,0.21779698828331875,0.06260691321741466,0.2601275585401518,0.2690960425854237,0.19991290948885992,0.20825657616815
MR,New_MR_100.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_100.wav,3.008,0.3727757011594066,0.18909813732838282,0.18190041938917054,0.22499399725863686,0.21828563139412013,0.060044441994186015,0.26099610884993,0.2764658325569683,0.1958479551480184,0.20664566145089738
MR,New_MR_101.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_101.wav,2.965625,0.3779587109205988,0.2100203349939665,0.19800633780546276,0.24448474053798028,0.2263886513588321,0.06526316347828565,0.2501184917061559,0.2753510282137832,0.18984719809479952,0.21942011850697563
MR,New_MR_102.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_102.wav,2.21825,0.6041557509101976,0.13645465331902493,0.14346982332389557,0.20295747125482183,0.26200151490621015,0.008114027343692275,0.3421342197384936,0.3234620367425747,0.20097500999799392,0.12531470617724547
MR,New_MR_103.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_103.wav,2.21825,0.604940162482681,0.14902518514277668,0.15070953652060368,0.22040508923655835,0.2656717406707516,0.00877199538019725,0.3365962438560264,0.3320910942654858,0.1901560193880113,0.1323846471102792
MR,New_MR_104.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_104.wav,2.226375,0.6045661024859206,0.15902789305020387,0.14818590909318408,0.22019147530317273,0.26549259883009535,0.008964772748902396,0.316590276120485,0.345276071808972,0.19408569250845845,0.13508318681318204
MR,New_MR_105.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_105.wav,2.210625,0.6152318683547587,0.1584389077419744,0.1545675558835039,0.2225187299743257,0.2791621574239598,0.008521259365922235,0.32927979422516684,0.33963742195827634,0.19721001953190248,0.12535150491873212
MR,New_MR_106.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_106.wav,2.20175,0.6108691178710739,0.16287643628418974,0.15936754714532328,0.21957136114330109,0.27666046977693437,0.00897412248771127,0.3232049394016735,0.3324062024630378,0.2053523348544599,0.1300624007931175
MR,New_MR_107.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_107.wav,2.217875,0.6213295916220662,0.15343769119231007,0.14634685141492032,0.2157345594309548,0.28086810151916725,0.00776293700276705,0.32783025060143617,0.3469645675703488,0.19916248515044943,0.11827975967499856
MR,New_MR_108.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_108.wav,2.210375,0.6120471211118622,0.14370613641217583,0.15253030062532164,0.2090378061879897,0.2709769425362585,0.008109197435305394,0.343685426426689,0.3202600965071956,0.20378661117609637,0.12415866845471364
MR,New_MR_109.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_109.wav,2.1945,0.606279693469407,0.1442036625392034,0.14213688875078023,0.20684716432854808,0.26129332151790313,0.008162447753993475,0.3290311217537755,0.3345166090153395,0.19933848849697583,0.12895133297991573
MR,New_MR_110.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_110.wav,2.203,0.6202851303568547,0.15410294977221425,0.14702736849614778,0.2204519670546182,0.2761893061801774,0.007878684409817802,0.328198425590272,0.34731183340663474,0.1930262602808967,0.12358479631237872
MR,New_MR_111.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_111.wav,2.226375,0.6105702304229166,0.13192021748268098,0.13647838373751828,0.19405138935406432,0.2568821490335327,0.007334665562824538,0.33758317330392357,0.3254948336018471,0.20535959088970293,0.12422773664170174
MR,New_MR_112.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_112.wav,2.226375,0.60796451912064,0.14127043981559217,0.14091736910634337,0.20886678780577636,0.26848381979328617,0.008048505330455362,0.3366483909531201,0.3376006206269481,0.19603010639183774,0.12167237669763863
MR,New_MR_113.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_113.wav,2.210625,0.6282628595662235,0.14328621230646144,0.14355908257877073,0.21277932242798064,0.2714847607516934,0.00700018854803891,0.33891531306520195,0.3381762806884158,0.19437812913208125,0.12153008856626217
MR,New_MR_114.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_114.wav,2.23375,0.6136415270211536,0.14284443002941236,0.14196437457512753,0.21105077094786398,0.25929358938087776,0.007702691916398442,0.33293478941800275,0.33528706886577847,0.1929239203057589,0.1311515294940614
MR,New_MR_115.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_115.wav,2.17075,0.611331964891845,0.15112912297282294,0.14537643088281546,0.21687268868159174,0.2704278943831016,0.008260968039869036,0.3280495001628328,0.34349963492353164,0.19387545850742108,0.12631443836634548
MR,New_MR_116.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_116.wav,2.223625,0.6235849328397902,0.15196719612405968,0.14222489646051467,0.20472461043366222,0.2746279819878652,0.007332549192006673,0.31902361374879623,0.34488241113540197,0.20918223500258148,0.11957919092121372
MR,New_MR_117.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_117.wav,2.173875,0.6163114935713777,0.1476133314935059,0.14569747749439227,0.20751656171404081,0.2627700486304291,0.007698147869814587,0.3271978586246155,0.3322513936457933,0.20262140107585944,0.13023119878391706
MR,New_MR_118.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_118.wav,2.237125,0.6155536020524331,0.14738727530293602,0.14653338136234673,0.21064557326781894,0.2712611881814299,0.007864003147574765,0.3328281854080653,0.3351095685395605,0.20064958197824193,0.12354866092655753
MR,New_MR_119.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_119.wav,2.2215,0.6188362809851167,0.15588872822055277,0.15546017086521288,0.21130196929799214,0.2751981114288374,0.008063898007500717,0.3273328311388555,0.32845700426777985,0.21011847890078594,0.12602778768507797
MR,New_MR_120.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_120.wav,2.2155,0.6222182577756441,0.14244114857639625,0.14179031154696037,0.21791339669849688,0.26938129832505825,0.0073345038096148734,0.34063333537705787,0.3424115349373244,0.1862386006779716,0.12338202519803133
MR,New_MR_121.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_121.wav,2.2155,0.5936668628525187,0.14493934500588967,0.13957101654144335,0.2058847944110912,0.26366239665837754,0.008984187864578318,0.3254752008911274,0.3397577619125321,0.19988109720231712,0.125901752129445
MR,New_MR_122.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_122.wav,2.21775,0.6131811966947203,0.14364953583070467,0.13473641279462226,0.1960624728121371,0.2535976267505492,0.007373205391551934,0.315483323365316,0.3388002860485743,0.20743174108731308,0.13091144410724473
MR,New_MR_123.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_123.wav,2.21,0.6243925786694478,0.16294001065699862,0.15438894939082895,0.21962809785132117,0.2826431243115228,0.008003880360098074,0.3210339925106851,0.34376404396761195,0.20398415426194538,0.1232139288996596
MR,New_MR_124.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_124.wav,2.167,0.6053113793782581,0.16340746481052942,0.14482704759480264,0.21740611869545995,0.2721268397964727,0.008948699021134921,0.3069667628812189,0.35616097842068883,0.19928784689660892,0.1286357127803485
MR,New_MR_125.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_125.wav,2.190375,0.6117094303526719,0.138272974525504,0.13971441588871522,0.2037135201007857,0.2615209722906743,0.007609917890663242,0.3359438486113886,0.33209215239741624,0.19902285436138478,0.12533122673914698
MR,New_MR_126.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_126.wav,2.220375,0.5904310184494282,0.15542108916242206,0.1463417917061985,0.2088056085835123,0.25618196848627856,0.0096110584534358,0.3119970685366214,0.33550208523541547,0.2035512135140999,0.13933857426042737
MR,New_MR_127.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_127.wav,2.15775,0.6099726942477673,0.14051173211458196,0.13890920730571527,0.19854388624835545,0.25903591102926554,0.007661153740855641,0.327618652898217,0.3318458277643679,0.205941686879563,0.1269326787169965
MR,New_MR_128.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_128.wav,2.238,0.6045664272675951,0.15687309244695305,0.14927228165748657,0.22447139153190496,0.27140588791679443,0.009057657143110255,0.32543318498125007,0.34583564855078314,0.1894965425095157,0.13017696681534074
MR,New_MR_129.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_129.wav,2.168125,0.5839509023767235,0.153947168216757,0.1496150043120361,0.22572132784630006,0.2721204302593453,0.010620584797641901,0.331233628694091,0.3429145409957261,0.1865371987374917,0.12869404677504923
MR,New_MR_130.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_130.wav,2.213375,0.6234743250277271,0.14658436997995877,0.1508133309680996,0.20800968118998536,0.26739224485824475,0.007391931987398522,0.3354620293961147,0.3243026179618357,0.20522486576764876,0.12761855488700236
MR,New_MR_131.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\MR_New_3주기\New_MR_131.wav,2.18975,0.6140735642449139,0.15195969911036847,0.14653092030380346,0.21702698803777964,0.2626494093450814,0.008062717156336061,0.32510933363953226,0.33954000238519083,0.1931801601046173,0.1341077867143236
