distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,origen
7-5-4-3,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.6799999999999999,0.92,0.7045847670986982,0.8,200,anterior
7-5-4-3,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,133,733,67,67,0.866,0.665,0.91625,0.6963432013121454,0.7906250000000001,200,anterior
7-5-4-3,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9376495726495726,0.959375,200,anterior
7-5-4-3,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8852359835286665,0.928125,200,anterior
7-5-4-3,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8794947599825649,0.925,200,anterior
7-5-4-3,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8955653242578936,0.934375,200,anterior
7-5-4-3,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9288801714431004,0.953125,200,anterior
7-5-4-3,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,152,752,48,48,0.904,0.76,0.94,0.7904064734274578,0.85,200,anterior
7-5-4-3,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7614219003692687,0.84375,200,anterior
7-5-4-3,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7501670615019,0.828125,200,anterior
7-5-4-3,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,146,746,54,54,0.892,0.73,0.9325,0.7397994987468672,0.83125,200,anterior
7-5-4-3,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.7499999999999999,0.9375,0.7777328130269308,0.84375,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9561056407426232,0.971875,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9062428310329612,0.940625,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9162294162294164,0.946875,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9371762740183792,0.959375,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9552905652905654,0.971875,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8989168734871467,0.93125,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,180,780,20,20,0.9600000000000002,0.9,0.975,0.9060795489366916,0.9375,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.96125,0.8569740337182198,0.903125,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8875191475191475,0.928125,200,anterior
7-5-4-3,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,170,770,30,30,0.94,0.85,0.9625,0.8557317073170732,0.90625,200,anterior
7-6-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8414366352601647,0.8875,200,anterior
7-6-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8515474727005676,0.903125,200,anterior
7-6-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,173,773,27,27,0.946,0.8649999999999999,0.96625,0.8682774221926982,0.915625,200,anterior
7-6-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,160,760,40,40,0.92,0.8,0.95,0.8234760914760916,0.875,200,anterior
7-6-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8816560217748673,0.909375,200,anterior
7-6-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,134,734,66,66,0.868,0.6700000000000002,0.9175,0.692473049825991,0.79375,200,anterior
7-6-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,134,734,66,66,0.868,0.67,0.9175,0.7115261774513544,0.79375,200,anterior
7-6-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.64,0.91,0.6686791478210475,0.775,200,anterior
7-6-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,131,731,69,69,0.8620000000000001,0.655,0.91375,0.6794695720055663,0.784375,200,anterior
7-6-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,134,734,66,66,0.868,0.67,0.9175,0.7261897577687052,0.7937500000000001,200,anterior
7-6-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9178462416203108,0.946875,200,anterior
7-6-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.886291107266717,0.928125,200,anterior
7-6-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8934506928125758,0.934375,200,anterior
7-6-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.895759364451934,0.934375,200,anterior
7-6-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9267693624304664,0.953125,200,anterior
7-6-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9425,0.7923306864816297,0.85625,200,anterior
7-6-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,150,750,50,50,0.9,0.7500000000000001,0.9375,0.7670980392156863,0.84375,200,anterior
7-6-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,146,746,54,54,0.892,0.7299999999999999,0.9325,0.7501249597603914,0.83125,200,anterior
7-6-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,151,751,49,49,0.902,0.755,0.93875,0.7623063211298506,0.846875,200,anterior
7-6-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.7500000000000001,0.9375,0.7633899646815248,0.84375,200,anterior
7-6-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9656421470579456,0.978125,200,anterior
7-6-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9148659514513172,0.946875,200,anterior
7-6-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9325997000415605,0.95625,200,anterior
7-6-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9463477658032394,0.965625,200,anterior
7-6-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9556887763498804,0.971875,200,anterior
7-6-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.8525226833737471,0.90625,200,anterior
7-6-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8826572244564901,0.921875,200,anterior
7-6-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8291128646580583,0.890625,200,anterior
7-6-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.8643572522681747,0.9125,200,anterior
7-6-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.86,0.965,0.8625456999141209,0.9125,200,anterior
7-6-5-3,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8501992957935581,0.8875,200,anterior
7-6-5-3,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,163,763,37,37,0.9260000000000002,0.8150000000000001,0.95375,0.8306400742115028,0.884375,200,anterior
7-6-5-3,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8319502194502195,0.890625,200,anterior
7-6-5-3,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.95125,0.8297898770675541,0.878125,200,anterior
7-6-5-3,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,167,767,33,33,0.934,0.8350000000000002,0.95875,0.8757809052545895,0.896875,200,anterior
7-6-5-3,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7508887318825952,0.828125,200,anterior
7-6-5-3,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,138,738,62,62,0.876,0.6899999999999998,0.9225,0.7396223316912972,0.80625,200,anterior
7-6-5-3,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,131,731,69,69,0.8620000000000001,0.655,0.91375,0.6824423502534447,0.784375,200,anterior
7-6-5-3,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6709763490723244,0.78125,200,anterior
7-6-5-3,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.7080061493394056,0.796875,200,anterior
7-6-5-3,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9231603806263629,0.946875,200,anterior
7-6-5-3,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8864707752467851,0.928125,200,anterior
7-6-5-3,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8914906682064935,0.93125,200,anterior
7-6-5-3,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8951877070298122,0.934375,200,anterior
7-6-5-3,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9283003917875828,0.953125,200,anterior
7-6-5-3,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,159,759,41,41,0.918,0.795,0.94875,0.8240320290876408,0.871875,200,anterior
7-6-5-3,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,153,753,47,47,0.906,0.7649999999999999,0.94125,0.7889460458240947,0.853125,200,anterior
7-6-5-3,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.735,0.93375,0.7614220336066984,0.834375,200,anterior
7-6-5-3,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7509158117675824,0.84375,200,anterior
7-6-5-3,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,152,752,48,48,0.904,0.76,0.94,0.7750666420414319,0.85,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9472943722943724,0.965625,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9058397932816538,0.940625,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9013134440379024,0.9375,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.936886446886447,0.959375,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.950438620002163,0.96875,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.8557638045627064,0.90625,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9070412311265968,0.9375,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8303483672336525,0.890625,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8649653857314595,0.909375,200,anterior
7-6-5-3,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.8600000000000001,0.965,0.865000481974166,0.9125,200,anterior
8-3,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712499999999998,0.890711691816955,0.928125,200,anterior
8-3,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8491389063482087,0.903125,200,anterior
8-3,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8485045948203844,0.903125,200,anterior
8-3,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8917939585381445,0.928125,200,anterior
8-3,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,176,776,24,24,0.9520000000000002,0.8799999999999999,0.97,0.89333715612561,0.925,200,anterior
8-3,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,135,735,65,65,0.8700000000000001,0.675,0.91875,0.7174725274725275,0.796875,200,anterior
8-3,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.6200000000000001,0.905,0.6761590013188478,0.7625,200,anterior
8-3,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.66,0.9149999999999998,0.7065610711127952,0.7875,200,anterior
8-3,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,135,735,65,65,0.8700000000000001,0.675,0.91875,0.6893338070893702,0.796875,200,anterior
8-3,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.6200000000000001,0.905,0.6644489652401044,0.7625,200,anterior
8-3,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9317999829627738,0.95625,200,anterior
8-3,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8903015358829311,0.93125,200,anterior
8-3,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8950000000000001,0.97375,0.8950821874506085,0.934375,200,anterior
8-3,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8956422524843578,0.934375,200,anterior
8-3,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9387605030628288,0.959375,200,anterior
8-3,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.77,0.9425,0.8024612115573213,0.85625,200,anterior
8-3,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,144,744,56,56,0.8879999999999999,0.72,0.93,0.7219686639041477,0.825,200,anterior
8-3,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,155,755,45,45,0.91,0.7750000000000001,0.94375,0.7842615588009985,0.859375,200,anterior
8-3,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7281451881451881,0.828125,200,anterior
8-3,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.735,0.93375,0.7449979048816259,0.834375,200,anterior
8-3,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9653157283452536,0.978125,200,anterior
8-3,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.897353820678034,0.934375,200,anterior
8-3,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9204904879323484,0.95,200,anterior
8-3,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9377382260309092,0.959375,200,anterior
8-3,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9553166687826508,0.971875,200,anterior
8-3,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8593371398249448,0.909375,200,anterior
8-3,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9029043108441136,0.9375,200,anterior
8-3,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8349582452110204,0.88125,200,anterior
8-3,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8823900710858104,0.925,200,anterior
8-3,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8557559131447222,0.909375,200,anterior
8-4,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9156641857424146,0.94375,200,anterior
8-4,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,162,762,38,38,0.9239999999999998,0.8099999999999999,0.9525,0.8181635237827187,0.88125,200,anterior
8-4,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8309492419248518,0.89375,200,anterior
8-4,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,170,770,30,30,0.94,0.85,0.9625,0.8576801510625038,0.9062500000000002,200,anterior
8-4,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,163,763,37,37,0.926,0.8150000000000001,0.95375,0.8379812685495637,0.884375,200,anterior
8-4,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,123,723,77,77,0.8459999999999999,0.615,0.90375,0.6507021504262884,0.759375,200,anterior
8-4,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,121,721,79,79,0.842,0.6049999999999999,0.90125,0.6433182314761263,0.753125,200,anterior
8-4,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,115,715,85,85,0.8299999999999998,0.575,0.89375,0.6164818733897681,0.734375,200,anterior
8-4,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,123,723,77,77,0.8460000000000001,0.615,0.90375,0.6404395604395605,0.759375,200,anterior
8-4,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,114,714,86,86,0.828,0.5700000000000001,0.8925000000000001,0.6119769257230557,0.7312500000000001,200,anterior
8-4,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9122126299643264,0.940625,200,anterior
8-4,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.8899999999999999,0.9725,0.8893997465948684,0.93125,200,anterior
8-4,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8764993564993564,0.921875,200,anterior
8-4,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8866121384542437,0.928125,200,anterior
8-4,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.927768451061134,0.953125,200,anterior
8-4,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7417868122215948,0.828125,200,anterior
8-4,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,139,739,61,61,0.8780000000000001,0.6950000000000001,0.92375,0.6926609785956428,0.809375,200,anterior
8-4,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.6950000000000001,0.92375,0.6918490006197648,0.809375,200,anterior
8-4,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7330601984869279,0.828125,200,anterior
8-4,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,134,734,66,66,0.868,0.67,0.9175,0.6683925076291698,0.79375,200,anterior
8-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9654260651629072,0.978125,200,anterior
8-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9295346825808684,0.953125,200,anterior
8-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9226136242478004,0.95,200,anterior
8-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9364603187124606,0.959375,200,anterior
8-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9704878048780488,0.98125,200,anterior
8-4,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8455832243637122,0.903125,200,anterior
8-4,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.8613550135501356,0.9125,200,anterior
8-4,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,159,759,41,41,0.918,0.7950000000000002,0.94875,0.8025674763832658,0.871875,200,anterior
8-4,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8615493726132024,0.909375,200,anterior
8-4,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475,0.8005877061469265,0.86875,200,anterior
8-4-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,173,773,27,27,0.946,0.8649999999999999,0.96625,0.8707414224856084,0.915625,200,anterior
8-4-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,168,768,32,32,0.936,0.8399999999999999,0.96,0.8469905120460458,0.9,200,anterior
8-4-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.83423086320691,0.89375,200,anterior
8-4-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662500000000002,0.8703952315654444,0.915625,200,anterior
8-4-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.873627495462795,0.90625,200,anterior
8-4-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,134,734,66,66,0.868,0.67,0.9175,0.7247138047138048,0.79375,200,anterior
8-4-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,119,719,81,81,0.8380000000000001,0.595,0.8987499999999999,0.6478835978835977,0.7468750000000001,200,anterior
8-4-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6978492822966508,0.78125,200,anterior
8-4-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.6399999999999999,0.91,0.6621521647751155,0.7750000000000001,200,anterior
8-4-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,120,720,80,80,0.8400000000000001,0.6,0.9,0.6465865760928856,0.75,200,anterior
8-4-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9138143392597264,0.94375,200,anterior
8-4-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8814380024566539,0.925,200,anterior
8-4-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8789843233360563,0.925,200,anterior
8-4-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9027519305120284,0.9375,200,anterior
8-4-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.914227443066123,0.94375,200,anterior
8-4-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,151,751,49,49,0.902,0.755,0.93875,0.792287203835591,0.846875,200,anterior
8-4-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.755492992992993,0.840625,200,anterior
8-4-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,151,751,49,49,0.902,0.755,0.93875,0.7700256916996047,0.846875,200,anterior
8-4-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,151,751,49,49,0.902,0.7549999999999999,0.93875,0.7640756981933452,0.846875,200,anterior
8-4-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7385242386543645,0.828125,200,anterior
8-4-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9550785735445556,0.971875,200,anterior
8-4-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.906939372452118,0.940625,200,anterior
8-4-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.9364335664335663,0.959375,200,anterior
8-4-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9467357346855512,0.965625,200,anterior
8-4-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9606097560975608,0.975,200,anterior
8-4-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8934048881417302,0.93125,200,anterior
8-4-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8907544018182316,0.925,200,anterior
8-4-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8434491126581036,0.8875,200,anterior
8-4-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8944844819263423,0.934375,200,anterior
8-4-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8635008622813501,0.909375,200,anterior
