base,clase,archivo,ruta_relativa,frecuencia_hz,muestras,snr_objetivo_db,snr_real_db,error_snr_db,factor_antirecorte,escalado_antirecorte,muestras_saturadas,semilla_ruido,potencia_senal,potencia_ruido_objetivo
SNR_0db,MS,New_MS_186.wav,MS_New_3주기/New_MS_186.wav,8000,16580,0.0,-1.1142697715449181e-06,-1.1142697715449181e-06,0.9510532676349963,True,0,6.060552824401762e+18,0.010086873431765307,0.010086873431765307
SNR_-5db,MS,New_MS_186.wav,MS_New_3주기/New_MS_186.wav,8000,16580,-5.0,-5.00000077062697,-7.706269702367763e-07,0.9120096943441298,True,0,6.110137363363293e+18,0.010086873431765307,0.03189749451421738
SNR_-8db,MS,New_MS_186.wav,MS_New_3주기/New_MS_186.wav,8000,16580,-8.0,-8.000004388332972,-4.388332971672071e-06,0.7702935397754012,True,0,1.3393403753077471e+19,0.010086873431765307,0.06364386874614453
original,MS,New_MS_187.wav,MS_New_3주기/New_MS_187.wav,8000,16140,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_187.wav,MS_New_3주기/New_MS_187.wav,8000,16140,8.0,8.000002547350798,2.5473507978546195e-06,1.0,False,0,1.1987197054783064e+19,0.010367737544984401,0.0016431756656269272
SNR_5db,MS,New_MS_187.wav,MS_New_3주기/New_MS_187.wav,8000,16140,5.0,5.000016418380865,1.641838086463565e-05,0.981188109392323,True,0,1.7721165603768398e+19,0.010367737544984401,0.0032785664824993128
SNR_0db,MS,New_MS_187.wav,MS_New_3주기/New_MS_187.wav,8000,16140,0.0,9.867492120347116e-07,9.867492120347116e-07,0.9707654247177783,True,0,1.3729868829453107e+19,0.010367737544984401,0.010367737544984401
SNR_-5db,MS,New_MS_187.wav,MS_New_3주기/New_MS_187.wav,8000,16140,-5.0,-5.0000044625827575,-4.462582757547295e-06,0.8653042189218129,True,0,1.7390264540580137e+19,0.010367737544984401,0.03278566482499313
SNR_-8db,MS,New_MS_187.wav,MS_New_3주기/New_MS_187.wav,8000,16140,-8.0,-8.000001436281815,-1.4362818152591217e-06,0.7268323891588387,True,0,1.5456176368791222e+19,0.010367737544984401,0.06541600149650956
original,MS,New_MS_188.wav,MS_New_3주기/New_MS_188.wav,8000,16765,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_188.wav,MS_New_3주기/New_MS_188.wav,8000,16765,8.0,8.0000242170323,2.421703229948946e-05,0.9816345760859105,True,0,1.737495995063927e+18,0.01144507470922064,0.0018139220993852647
SNR_5db,MS,New_MS_188.wav,MS_New_3주기/New_MS_188.wav,8000,16765,5.0,5.000011555112608,1.1555112608085949e-05,1.0,False,0,1.0489215685603985e+19,0.01144507470922064,0.003619250407192654
SNR_0db,MS,New_MS_188.wav,MS_New_3주기/New_MS_188.wav,8000,16765,0.0,-3.270382911125775e-08,-3.270382911125775e-08,0.8319608960766817,True,0,1.474335250463369e+19,0.01144507470922064,0.01144507470922064
SNR_-5db,MS,New_MS_188.wav,MS_New_3주기/New_MS_188.wav,8000,16765,-5.0,-4.999995557458194,4.442541806426448e-06,0.6990732708334731,True,0,1.7952178532574326e+18,0.01144507470922064,0.03619250407192654
SNR_-8db,MS,New_MS_188.wav,MS_New_3주기/New_MS_188.wav,8000,16765,-8.0,-7.999999516998849,4.830011510748022e-07,0.6908981003053396,True,0,1.8329198973455761e+19,0.01144507470922064,0.07221353945907276
original,MS,New_MS_189.wav,MS_New_3주기/New_MS_189.wav,8000,16532,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_189.wav,MS_New_3주기/New_MS_189.wav,8000,16532,8.0,7.999988573301646,-1.1426698353744769e-05,1.0,False,0,1.1099121259926934e+19,0.011091923360759471,0.001757951382576808
SNR_5db,MS,New_MS_189.wav,MS_New_3주기/New_MS_189.wav,8000,16532,5.0,4.999998849100221,-1.1508997790343756e-06,1.0,False,0,9.981191555101204e+18,0.011091923360759471,0.0035075741452029446
SNR_0db,MS,New_MS_189.wav,MS_New_3주기/New_MS_189.wav,8000,16532,0.0,-6.145289435409892e-06,-6.145289435409892e-06,1.0,False,0,3.64651817768718e+18,0.011091923360759471,0.011091923360759471
SNR_-5db,MS,New_MS_189.wav,MS_New_3주기/New_MS_189.wav,8000,16532,-5.0,-4.999995346814551,4.653185449399189e-06,0.8304139563092972,True,0,1.78385351349132e+19,0.011091923360759471,0.03507574145202944
SNR_-8db,MS,New_MS_189.wav,MS_New_3주기/New_MS_189.wav,8000,16532,-8.0,-8.000004200832315,-4.200832314893432e-06,0.7526097134479921,True,0,1.1412348509611012e+19,0.011091923360759471,0.06998530508882617
original,MS,New_MS_190.wav,MS_New_3주기/New_MS_190.wav,8000,16626,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_190.wav,MS_New_3주기/New_MS_190.wav,8000,16626,8.0,8.000001404036194,1.404036193974889e-06,1.0,False,0,1.3783951748446536e+18,0.009920129809429105,0.001572234620329475
SNR_5db,MS,New_MS_190.wav,MS_New_3주기/New_MS_190.wav,8000,16626,5.0,4.999996396085126,-3.6039148740840687e-06,1.0,False,0,1.3245390772461623e+19,0.009920129809429105,0.003137020488232806
SNR_0db,MS,New_MS_190.wav,MS_New_3주기/New_MS_190.wav,8000,16626,0.0,-2.2858182916298386e-06,-2.2858182916298386e-06,1.0,False,0,1.7327922025882868e+19,0.009920129809429105,0.009920129809429105
SNR_-5db,MS,New_MS_190.wav,MS_New_3주기/New_MS_190.wav,8000,16626,-5.0,-5.000001281927428,-1.2819274282094284e-06,0.8758617362643917,True,0,6.797804355033259e+18,0.009920129809429105,0.031370204882328064
SNR_-8db,MS,New_MS_190.wav,MS_New_3주기/New_MS_190.wav,8000,16626,-8.0,-7.999998439543553,1.5604564467253113e-06,0.7393355232129346,True,0,2.3885964133380173e+18,0.009920129809429105,0.06259178761456194
original,MS,New_MS_191.wav,MS_New_3주기/New_MS_191.wav,8000,15983,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_191.wav,MS_New_3주기/New_MS_191.wav,8000,15983,8.0,7.999989106333095,-1.0893666905431587e-05,1.0,False,0,1.3766283601885352e+17,0.009901409292748478,0.001569267618384827
SNR_5db,MS,New_MS_191.wav,MS_New_3주기/New_MS_191.wav,8000,15983,5.0,5.000028110367226,2.8110367225941957e-05,1.0,False,0,6.832690843664481e+18,0.009901409292748478,0.0031311005410642103
SNR_0db,MS,New_MS_191.wav,MS_New_3주기/New_MS_191.wav,8000,15983,0.0,-1.921051096850983e-06,-1.921051096850983e-06,1.0,False,0,1.7520271713837316e+19,0.009901409292748478,0.009901409292748478
SNR_-5db,MS,New_MS_191.wav,MS_New_3주기/New_MS_191.wav,8000,15983,-5.0,-4.99999944070391,5.592960903300082e-07,0.8716704870230105,True,0,1.8144663318107248e+17,0.009901409292748478,0.031311005410642107
SNR_-8db,MS,New_MS_191.wav,MS_New_3주기/New_MS_191.wav,8000,15983,-8.0,-8.00000220545834,-2.205458340398536e-06,0.767810320150535,True,0,5.375042950516398e+18,0.009901409292748478,0.062473669139640885
original,MS,New_MS_192.wav,MS_New_3주기/New_MS_192.wav,8000,16718,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_192.wav,MS_New_3주기/New_MS_192.wav,8000,16718,8.0,7.999996827994085,-3.1720059148199198e-06,1.0,False,0,5.875419554926257e+18,0.010445927791850057,0.0016555679846243503
SNR_5db,MS,New_MS_192.wav,MS_New_3주기/New_MS_192.wav,8000,16718,5.0,5.000000614791972,6.147919719978745e-07,1.0,False,0,8.989809478291125e+18,0.010445927791850057,0.003303292409589944
SNR_0db,MS,New_MS_192.wav,MS_New_3주기/New_MS_192.wav,8000,16718,0.0,1.3736656307086118e-07,1.3736656307086118e-07,1.0,False,0,1.4158071929079185e+19,0.010445927791850057,0.010445927791850057
SNR_-5db,MS,New_MS_192.wav,MS_New_3주기/New_MS_192.wav,8000,16718,-5.0,-5.00000641640748,-6.416407480003272e-06,0.9414014011959876,True,0,1.2109620218133668e+18,0.010445927791850057,0.03303292409589944
SNR_-8db,MS,New_MS_192.wav,MS_New_3주기/New_MS_192.wav,8000,16718,-8.0,-8.000003232142438,-3.2321424381365205e-06,0.7627814630009323,True,0,1.840722283443475e+19,0.010445927791850057,0.06590934860177561
original,MS,New_MS_193.wav,MS_New_3주기/New_MS_193.wav,8000,16121,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_193.wav,MS_New_3주기/New_MS_193.wav,8000,16121,8.0,8.000004316232205,4.316232205425763e-06,1.0,False,0,2.8582188421710126e+18,0.011029425578879464,0.0017480461516722536
SNR_5db,MS,New_MS_193.wav,MS_New_3주기/New_MS_193.wav,8000,16121,5.0,5.000000915328901,9.153289006746945e-07,1.0,False,0,1.3520010160206067e+18,0.011029425578879464,0.003487810611258022
SNR_0db,MS,New_MS_193.wav,MS_New_3주기/New_MS_193.wav,8000,16121,0.0,-6.059352344311716e-06,-6.059352344311716e-06,1.0,False,0,7.862310256020572e+18,0.011029425578879464,0.011029425578879464
SNR_-5db,MS,New_MS_193.wav,MS_New_3주기/New_MS_193.wav,8000,16121,-5.0,-4.999995884468459,4.1155315413377025e-06,0.8795395131726782,True,0,7.479377005139986e+18,0.011029425578879464,0.03487810611258022
SNR_-8db,MS,New_MS_193.wav,MS_New_3주기/New_MS_193.wav,8000,16121,-8.0,-7.999998132412257,1.86758774312068e-06,0.8091274683458466,True,0,8.715939302430074e+18,0.011029425578879464,0.06959097074391705
original,MS,New_MS_194.wav,MS_New_3주기/New_MS_194.wav,8000,16147,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_194.wav,MS_New_3주기/New_MS_194.wav,8000,16147,8.0,8.000023517705474,2.3517705473707906e-05,1.0,False,0,1.6109938644341996e+19,0.009528913526410691,0.0015102310179558925
SNR_5db,MS,New_MS_194.wav,MS_New_3주기/New_MS_194.wav,8000,16147,5.0,5.0000091624220815,9.162422081487875e-06,1.0,False,0,9.85739336194623e+18,0.009528913526410691,0.003013307037024482
SNR_0db,MS,New_MS_194.wav,MS_New_3주기/New_MS_194.wav,8000,16147,0.0,-4.971646015999979e-06,-4.971646015999979e-06,1.0,False,0,1.4885306612406786e+19,0.009528913526410691,0.009528913526410691
SNR_-5db,MS,New_MS_194.wav,MS_New_3주기/New_MS_194.wav,8000,16147,-5.0,-5.000002389902124,-2.389902124200205e-06,0.9608664202043397,True,0,1.3148350865125857e+19,0.009528913526410691,0.03013307037024482
SNR_-8db,MS,New_MS_194.wav,MS_New_3주기/New_MS_194.wav,8000,16147,-8.0,-8.00000014750195,-1.475019502095165e-07,0.7815938725259958,True,0,1.1439082127055448e+19,0.009528913526410691,0.060123379744054836
original,MS,New_MS_195.wav,MS_New_3주기/New_MS_195.wav,8000,16032,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_195.wav,MS_New_3주기/New_MS_195.wav,8000,16032,8.0,7.999990792448369,-9.207551631362776e-06,1.0,False,0,1.7385350596714906e+17,0.00968789932276903,0.0015354285685905266
SNR_5db,MS,New_MS_195.wav,MS_New_3주기/New_MS_195.wav,8000,16032,5.0,5.000003405885765,3.405885765417338e-06,1.0,False,0,2.566869752816024e+18,0.00968789932276903,0.0030635827602352875
SNR_0db,MS,New_MS_195.wav,MS_New_3주기/New_MS_195.wav,8000,16032,0.0,6.808078343747561e-06,6.808078343747561e-06,1.0,False,0,3.3297525192308224e+18,0.00968789932276903,0.00968789932276903
SNR_-5db,MS,New_MS_195.wav,MS_New_3주기/New_MS_195.wav,8000,16032,-5.0,-4.999996450768452,3.5492315477725356e-06,0.8394771601932007,True,0,3.492153871275937e+18,0.00968789932276903,0.030635827602352873
SNR_-8db,MS,New_MS_195.wav,MS_New_3주기/New_MS_195.wav,8000,16032,-8.0,-8.000001847663103,-1.8476631034047841e-06,0.7293737347204134,True,0,3.456687484717727e+18,0.00968789932276903,0.0611265123028581
original,MS,New_MS_196.wav,MS_New_3주기/New_MS_196.wav,8000,16831,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_196.wav,MS_New_3주기/New_MS_196.wav,8000,16831,8.0,7.999996913497642,-3.0865023576964745e-06,1.0,False,0,1.7072413597172875e+19,0.011747491862152333,0.0018618519880817558
SNR_5db,MS,New_MS_196.wav,MS_New_3주기/New_MS_196.wav,8000,16831,5.0,5.000015054199007,1.5054199007380475e-05,1.0,False,0,3.410077865186853e+17,0.011747491862152333,0.003714883107869415
SNR_0db,MS,New_MS_196.wav,MS_New_3주기/New_MS_196.wav,8000,16831,0.0,2.488299233448667e-06,2.488299233448667e-06,0.918327090516787,True,0,1.2563826538127448e+19,0.011747491862152333,0.011747491862152333
SNR_-5db,MS,New_MS_196.wav,MS_New_3주기/New_MS_196.wav,8000,16831,-5.0,-4.999996736892746,3.2631072537370187e-06,0.8516443848175562,True,0,1.6869655396580815e+19,0.011747491862152333,0.037148831078694156
SNR_-8db,MS,New_MS_196.wav,MS_New_3주기/New_MS_196.wav,8000,16831,-8.0,-8.000000329886316,-3.2988631559760506e-07,0.6592975150470464,True,0,1.464423548511715e+19,0.011747491862152333,0.07412166269646317
original,MS,New_MS_197.wav,MS_New_3주기/New_MS_197.wav,8000,16073,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_197.wav,MS_New_3주기/New_MS_197.wav,8000,16073,8.0,7.999997713289956,-2.2867100444301514e-06,1.0,False,0,4.387506979810828e+18,0.011617631300614476,0.0018412704760867031
SNR_5db,MS,New_MS_197.wav,MS_New_3주기/New_MS_197.wav,8000,16073,5.0,5.00001228030275,1.2280302749800853e-05,1.0,False,0,5.633062453072046e+18,0.011617631300614476,0.003673817592600607
SNR_0db,MS,New_MS_197.wav,MS_New_3주기/New_MS_197.wav,8000,16073,0.0,2.14368588896218e-06,2.14368588896218e-06,0.9119691694019528,True,0,8.554266135724967e+18,0.011617631300614476,0.011617631300614476
SNR_-5db,MS,New_MS_197.wav,MS_New_3주기/New_MS_197.wav,8000,16073,-5.0,-4.9999978598996995,2.1401003005294683e-06,0.8121774417646687,True,0,9.90613604147455e+18,0.011617631300614476,0.03673817592600607
SNR_-8db,MS,New_MS_197.wav,MS_New_3주기/New_MS_197.wav,8000,16073,-8.0,-7.9999997547553505,2.4524464947717206e-07,0.704278526392301,True,0,7.251256917612955e+18,0.011617631300614476,0.07330229794585684
original,MS,New_MS_198.wav,MS_New_3주기/New_MS_198.wav,8000,16539,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_198.wav,MS_New_3주기/New_MS_198.wav,8000,16539,8.0,7.999998131229768,-1.8687702318942456e-06,1.0,False,0,4.2477376301784274e+18,0.009429469752717324,0.0014944702419599663
SNR_5db,MS,New_MS_198.wav,MS_New_3주기/New_MS_198.wav,8000,16539,5.0,4.99998386883053,-1.6131169470412487e-05,1.0,False,0,9.06346887706385e+18,0.009429469752717324,0.002981860154625144
SNR_0db,MS,New_MS_198.wav,MS_New_3주기/New_MS_198.wav,8000,16539,0.0,-4.811511680683454e-06,-4.811511680683454e-06,0.9577372933543271,True,0,1.464562894675165e+19,0.009429469752717324,0.009429469752717324
SNR_-5db,MS,New_MS_198.wav,MS_New_3주기/New_MS_198.wav,8000,16539,-5.0,-5.0000008322181335,-8.32218133517415e-07,0.8861242276322125,True,0,1.6929237965234426e+19,0.009429469752717324,0.029818601546251444
SNR_-8db,MS,New_MS_198.wav,MS_New_3주기/New_MS_198.wav,8000,16539,-8.0,-8.000000461090615,-4.6109061457855205e-07,0.7860731003398167,True,0,5.040571357387831e+18,0.009429469752717324,0.05949593195030827
original,MS,New_MS_199.wav,MS_New_3주기/New_MS_199.wav,8000,16481,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_199.wav,MS_New_3주기/New_MS_199.wav,8000,16481,8.0,7.99998824609863,-1.1753901370425979e-05,1.0,False,0,1.215185363988143e+19,0.009401260367715871,0.0014899993557347347
SNR_5db,MS,New_MS_199.wav,MS_New_3주기/New_MS_199.wav,8000,16481,5.0,4.999981184927527,-1.8815072473366e-05,1.0,False,0,1.5247139895117453e+19,0.009401260367715871,0.002972939563825426
SNR_0db,MS,New_MS_199.wav,MS_New_3주기/New_MS_199.wav,8000,16481,0.0,-8.850195951827064e-07,-8.850195951827064e-07,1.0,False,0,7.887172774643844e+18,0.009401260367715871,0.009401260367715871
SNR_-5db,MS,New_MS_199.wav,MS_New_3주기/New_MS_199.wav,8000,16481,-5.0,-5.000000495741759,-4.957417587547752e-07,0.820617112723883,True,0,5.499305915579504e+17,0.009401260367715871,0.029729395638254264
SNR_-8db,MS,New_MS_199.wav,MS_New_3주기/New_MS_199.wav,8000,16481,-8.0,-8.000006348591107,-6.348591107041557e-06,0.7482852029007017,True,0,1.677428667672655e+19,0.009401260367715871,0.05931794276380892
original,MS,New_MS_200.wav,MS_New_3주기/New_MS_200.wav,8000,16817,,,,1.0,False,0,,,
SNR_8db,MS,New_MS_200.wav,MS_New_3주기/New_MS_200.wav,8000,16817,8.0,8.000002576314092,2.576314091840004e-06,1.0,False,0,1.6296256403347763e+19,0.011655443667753642,0.0018472633324136737
SNR_5db,MS,New_MS_200.wav,MS_New_3주기/New_MS_200.wav,8000,16817,5.0,5.00001120508356,1.1205083559673312e-05,1.0,False,0,1.4699471482889505e+19,0.011655443667753642,0.003685774912988834
SNR_0db,MS,New_MS_200.wav,MS_New_3주기/New_MS_200.wav,8000,16817,0.0,3.5607658406108637e-06,3.5607658406108637e-06,0.99935728497616,True,0,9.189546244191716e+18,0.011655443667753642,0.011655443667753642
SNR_-5db,MS,New_MS_200.wav,MS_New_3주기/New_MS_200.wav,8000,16817,-5.0,-4.9999986041156275,1.3958843725347947e-06,0.8747287744590873,True,0,1.242348213201538e+19,0.011655443667753642,0.03685774912988834
SNR_-8db,MS,New_MS_200.wav,MS_New_3주기/New_MS_200.wav,8000,16817,-8.0,-8.000002569931366,-2.569931366380729e-06,0.7115916251816617,True,0,1.5016484355013104e+19,0.011655443667753642,0.07354087785344322
original,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,8.0,8.000001188414437,1.1884144370810645e-06,1.0,False,0,2.0914058643066048e+18,0.009840960110631672,0.00155968706866215
SNR_5db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,5.0,4.999995430816306,-4.569183693625689e-06,1.0,False,0,1.0325071141212314e+19,0.009840960110631672,0.0031119848312458676
SNR_0db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,0.0,-4.107578279212586e-06,-4.107578279212586e-06,1.0,False,0,1.673712198473569e+19,0.009840960110631672,0.009840960110631672
SNR_-5db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,-5.0,-5.000003130328503,-3.13032850307593e-06,0.9916130714751326,True,0,5.263420079712505e+18,0.009840960110631672,0.031119848312458676
SNR_-8db,MVP,New_MVP_001.wav,MVP_New_3주기/New_MVP_001.wav,8000,22311,-8.0,-7.999998296097809,1.7039021908971108e-06,0.8793215392819722,True,0,1.16118498467991e+19,0.009840960110631672,0.062092260585396686
original,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,8.0,8.000005897741127,5.897741127469658e-06,0.8189969987177291,True,0,1.8741288959590566e+18,0.04056359390569124,0.0064288963842887145
SNR_5db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,5.0,4.999997106136927,-2.893863072728209e-06,0.7302166016120872,True,0,2.705134543093029e+18,0.04056359390569124,0.012827334682410962
SNR_0db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,0.0,-4.0006997161631994e-06,-4.0006997161631994e-06,0.6090432321482823,True,0,1.8366600223456301e+19,0.04056359390569124,0.04056359390569124
SNR_-5db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,-5.0,-5.000001832770668,-1.8327706676757316e-06,0.4379414242294265,True,0,1.831942174975831e+19,0.04056359390569124,0.12827334682410962
SNR_-8db,MVP,New_MVP_002.wav,MVP_New_3주기/New_MVP_002.wav,8000,31801,-8.0,-7.999996229806747,3.770193252705667e-06,0.37938871209724495,True,0,1.9102182175617098e+18,0.04056359390569124,0.25593897493307893
original,MVP,New_MVP_003.wav,MVP_New_3주기/New_MVP_003.wav,8000,31943,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_003.wav,MVP_New_3주기/New_MVP_003.wav,8000,31943,8.0,8.000015631081252,1.563108125246515e-05,0.7903776281748203,True,0,9.537220302835379e+17,0.04208810654356672,0.006670515354447693
SNR_5db,MVP,New_MVP_003.wav,MVP_New_3주기/New_MVP_003.wav,8000,31943,5.0,5.000005251638182,5.25163818210217e-06,0.7659427653344839,True,0,8.058881647277178e+18,0.04208810654356672,0.013309427908150762
SNR_0db,MVP,New_MVP_003.wav,MVP_New_3주기/New_MVP_003.wav,8000,31943,0.0,5.396600010817431e-06,5.396600010817431e-06,0.6164231712812259,True,0,9.224253856360335e+18,0.04208810654356672,0.04208810654356672
SNR_-5db,MVP,New_MVP_003.wav,MVP_New_3주기/New_MVP_003.wav,8000,31943,-5.0,-5.000002236171257,-2.236171257052888e-06,0.45593346805853413,True,0,6.936369145106031e+18,0.04208810654356672,0.13309427908150762
SNR_-8db,MVP,New_MVP_003.wav,MVP_New_3주기/New_MVP_003.wav,8000,31943,-8.0,-8.000000885374671,-8.853746713555211e-07,0.4197849249997974,True,0,1.7639125838462665e+19,0.04208810654356672,0.26555799938928304
original,MVP,New_MVP_004.wav,MVP_New_3주기/New_MVP_004.wav,8000,20464,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_004.wav,MVP_New_3주기/New_MVP_004.wav,8000,20464,8.0,8.000013931417381,1.393141738148529e-05,1.0,False,0,8.978275899774178e+18,0.017893028774217175,0.002835853949676762
SNR_5db,MVP,New_MVP_004.wav,MVP_New_3주기/New_MVP_004.wav,8000,20464,5.0,4.999991110393866,-8.889606133877237e-06,0.9754131719551763,True,0,1.590778572454284e+19,0.017893028774217175,0.005658272516545697
SNR_0db,MVP,New_MVP_004.wav,MVP_New_3주기/New_MVP_004.wav,8000,20464,0.0,-3.9192111878880765e-06,-3.9192111878880765e-06,0.8950315322700463,True,0,4.36255293753552e+18,0.017893028774217175,0.017893028774217175
SNR_-5db,MVP,New_MVP_004.wav,MVP_New_3주기/New_MVP_004.wav,8000,20464,-5.0,-4.999996121022039,3.878977961058183e-06,0.6645142312737192,True,0,1.1409410609765271e+18,0.017893028774217175,0.05658272516545697
SNR_-8db,MVP,New_MVP_004.wav,MVP_New_3주기/New_MVP_004.wav,8000,20464,-8.0,-8.0000032879367,-3.2879366997917714e-06,0.6116761010767489,True,0,2.2361216939075228e+18,0.017893028774217175,0.11289737920087756
original,MVP,New_MVP_005.wav,MVP_New_3주기/New_MVP_005.wav,8000,20405,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_005.wav,MVP_New_3주기/New_MVP_005.wav,8000,20405,8.0,8.000006716125268,6.716125268368955e-06,1.0,False,0,6.764382045698238e+18,0.016528283323178877,0.002619556372197475
SNR_5db,MVP,New_MVP_005.wav,MVP_New_3주기/New_MVP_005.wav,8000,20405,5.0,4.999995944669583,-4.055330417251923e-06,1.0,False,0,9.896708574180483e+18,0.016528283323178877,0.005226702111382214
SNR_0db,MVP,New_MVP_005.wav,MVP_New_3주기/New_MVP_005.wav,8000,20405,0.0,1.0675811366077679e-06,1.0675811366077679e-06,0.8830274727342456,True,0,5.514925587906018e+18,0.016528283323178877,0.016528283323178877
SNR_-5db,MVP,New_MVP_005.wav,MVP_New_3주기/New_MVP_005.wav,8000,20405,-5.0,-5.0000018868089855,-1.8868089854962022e-06,0.808050563815579,True,0,8.562783794177325e+18,0.016528283323178877,0.05226702111382214
SNR_-8db,MVP,New_MVP_005.wav,MVP_New_3주기/New_MVP_005.wav,8000,20405,-8.0,-8.000001096150894,-1.0961508944973275e-06,0.6456026835995413,True,0,9.310856067738507e+18,0.016528283323178877,0.10428641754409208
original,MVP,New_MVP_006.wav,MVP_New_3주기/New_MVP_006.wav,8000,20465,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_006.wav,MVP_New_3주기/New_MVP_006.wav,8000,20465,8.0,8.000007164265508,7.164265507952905e-06,1.0,False,0,9.348948010448998e+18,0.016666794992799487,0.0026415089924232875
SNR_5db,MVP,New_MVP_006.wav,MVP_New_3주기/New_MVP_006.wav,8000,20465,5.0,4.999994855510114,-5.144489885644532e-06,1.0,False,0,8.292205276463846e+17,0.016666794992799487,0.005270503347233602
SNR_0db,MVP,New_MVP_006.wav,MVP_New_3주기/New_MVP_006.wav,8000,20465,0.0,4.306800608753587e-06,4.306800608753587e-06,0.969071170890143,True,0,6.789664054861793e+18,0.016666794992799487,0.016666794992799487
SNR_-5db,MVP,New_MVP_006.wav,MVP_New_3주기/New_MVP_006.wav,8000,20465,-5.0,-5.000004530110602,-4.5301106021966575e-06,0.7083068675240455,True,0,1.2854709412610589e+19,0.016666794992799487,0.05270503347233602
SNR_-8db,MVP,New_MVP_006.wav,MVP_New_3주기/New_MVP_006.wav,8000,20465,-8.0,-7.999996183804884,3.816195116357335e-06,0.5323075479875138,True,0,9.517148836402926e+17,0.016666794992799487,0.10516036709652546
original,MVP,New_MVP_007.wav,MVP_New_3주기/New_MVP_007.wav,8000,20403,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_007.wav,MVP_New_3주기/New_MVP_007.wav,8000,20403,8.0,8.000007035952555,7.0359525548013835e-06,0.9160103569206929,True,0,1.811357076776246e+19,0.016659961734647198,0.0026404259939904985
SNR_5db,MVP,New_MVP_007.wav,MVP_New_3주기/New_MVP_007.wav,8000,20403,5.0,4.999991286144972,-8.713855027764339e-06,0.8622899065643697,True,0,1.7058914884438536e+18,0.016659961734647198,0.005268342481273487
SNR_0db,MVP,New_MVP_007.wav,MVP_New_3주기/New_MVP_007.wav,8000,20403,0.0,-1.243158732381714e-05,-1.243158732381714e-05,0.7730436603223524,True,0,9.05539580979809e+17,0.016659961734647198,0.016659961734647198
SNR_-5db,MVP,New_MVP_007.wav,MVP_New_3주기/New_MVP_007.wav,8000,20403,-5.0,-4.999996771600093,3.2283999074067538e-06,0.7367643102378403,True,0,2.5224564562444303e+18,0.016659961734647198,0.05268342481273487
SNR_-8db,MVP,New_MVP_007.wav,MVP_New_3주기/New_MVP_007.wav,8000,20403,-8.0,-8.000000729049173,-7.290491730316262e-07,0.6205418339934502,True,0,1.1474313897262475e+19,0.016659961734647198,0.10511725215234631
original,MVP,New_MVP_008.wav,MVP_New_3주기/New_MVP_008.wav,8000,20712,,,,1.0,False,0,,,
SNR_8db,MVP,New_MVP_008.wav,MVP_New_3주기/New_MVP_008.wav,8000,20712,8.0,8.000015523260748,1.5523260747940526e-05,1.0,False,0,9.706858693092082e+18,0.016128700809880974,0.00255622681168224
SNR_5db,MVP,New_MVP_008.wav,MVP_New_3주기/New_MVP_008.wav,8000,20712,5.0,4.999996452244963,-3.547755037303091e-06,1.0,False,0,1.327804383563462e+19,0.016128700809880974,0.005100343025862625
SNR_0db,MVP,New_MVP_008.wav,MVP_New_3주기/New_MVP_008.wav,8000,20712,0.0,-6.509052192832772e-06,-6.509052192832772e-06,0.8753578871646747,True,0,5.389571832164121e+18,0.016128700809880974,0.016128700809880974
SNR_-5db,MVP,New_MVP_008.wav,MVP_New_3주기/New_MVP_008.wav,8000,20712,-5.0,-5.000003572959239,-3.5729592386957165e-06,0.7270576400385932,True,0,1.3904139694258469e+19,0.016128700809880974,0.05100343025862625
